Restaurant,Menu Item,Calories,Protein,Carbohydrates,Fat
Taco Bell,Cheesy Gordita Crunch,500.0,20.0,41.0,28.0
Taco Bell,Crunchy Taco,170.0,8.0,13.0,9.0
Taco Bell,Crunchy Taco Supreme,190.0,8.0,15.0,11.0
Taco Bell,Loaded Nacho Taco (New),250.0,10.0,24.0,12.0
Taco Bell,Nacho Cheese Doritos Locos Taco,170.0,8.0,13.0,9.0
Taco Bell,Nacho Cheese Doritos Locos Taco Supreme,190.0,8.0,15.0,11.0
Taco Bell,- Beef,180.0,9.0,17.0,9.0
Taco Bell,- Chicken,160.0,12.0,16.0,5.0
Taco Bell,- Beef,210.0,10.0,20.0,10.0
Taco Bell,- Chicken,180.0,13.0,18.0,7.0
Taco Bell,Bean Burrito (V),350.0,13.0,54.0,9.0
Taco Bell,Beefy 5-Layer Burrito,490.0,18.0,63.0,18.0
Taco Bell,- Beef,390.0,16.0,51.0,14.0
Taco Bell,- Chicken,370.0,19.0,49.0,11.0
Taco Bell,- Steak,370.0,18.0,49.0,12.0
Taco Bell,Chili Cheese Burrito (regional),370.0,16.0,40.0,17.0
Taco Bell,- Beef,650.0,22.0,67.0,33.0
Taco Bell,- Chicken,620.0,25.0,66.0,29.0
Taco Bell,- Steak,630.0,24.0,66.0,30.0
Taco Bell,Chips and Nacho Cheese Sauce (V),220.0,2.0,24.0,13.0
Taco Bell,Nacho Fries (V) (New),320.0,4.0,35.0,18.0
Taco Bell,Nacho Fries BellGrande (New),710.0,13.0,73.0,40.0
Taco Bell,- Beef,740.0,16.0,82.0,38.0
Taco Bell,- Chicken,720.0,20.0,81.0,35.0
Taco Bell,- Steak,720.0,19.0,81.0,36.0
Taco Bell,Beef Quesarito,650.0,22.0,67.0,33.0
Taco Bell,Black Bean Quesarito (V),630.0,19.0,73.0,29.0
Taco Bell,Quesadilla - Cheese (V),470.0,19.0,37.0,25.0
Taco Bell,Quesadilla - Chicken,510.0,27.0,38.0,26.0
Taco Bell,Quesadilla - Steak,520.0,27.0,38.0,27.0
Taco Bell,Bacon Club Chalupa - Specialties,440.0,20.0,31.0,27.0
Taco Bell,Black Bean Chalupa - Specialties,330.0,10.0,39.0,15.0
Taco Bell,Black Bean Crunchwrap Supreme - Specialties,510.0,13.0,77.0,17.0
Taco Bell,Black Bean Quesarito - Specialties,630.0,19.0,73.0,29.0
Taco Bell,Chalupa Supreme - Specialties,350.0,13.0,33.0,18.0
Taco Bell,Cheesy Gordita Crunch - Specialties,500.0,20.0,41.0,28.0
Taco Bell,Cheesy Roll Up - Specialties,180.0,9.0,15.0,9.0
Taco Bell,Crunchwrap Supreme - Specialties,530.0,16.0,71.0,21.0
Taco Bell,Crunchy Taco - Specialties,170.0,8.0,13.0,9.0
Taco Bell,Nacho Cheese Doritos Locos Taco - Specialties,170.0,8.0,13.0,9.0
Taco Bell,Nachos BellGrande - Specialties,740.0,16.0,82.0,38.0
Taco Bell,Power Menu Bowl - Specialties,470.0,26.0,50.0,19.0
Taco Bell,Quesadilla - Specialties,510.0,27.0,38.0,26.0
Taco Bell,Quesarito - Specialties,650.0,22.0,67.0,33.0
Taco Bell,Soft Taco - Specialties,180.0,9.0,17.0,9.0
Taco Bell,Soft Taco Supreme - Specialties,210.0,10.0,20.0,10.0
Taco Bell,Veggie Power Menu Bowl - Specialties,430.0,12.0,57.0,17.0
Taco Bell,Black Beans & Rice (V),170.0,4.0,31.0,3.5
Taco Bell,Black Beans (V),50.0,2.0,8.0,1.0
Taco Bell,Cinnabon Delights (2 Pk) (V),160.0,2.0,17.0,9.0
Taco Bell,Cinnabon Delights (12 Pk - Serves 4) (V),930.0,9.0,104.0,53.0
Taco Bell,Cinnamon Twists (V),170.0,1.0,27.0,6.0
Taco Bell,Diablo Sauce Packet (V),0.0,0.0,0.0,0.0
Taco Bell,Fire Sauce Packet (V),0.0,0.0,0.0,0.0
Taco Bell,Hot Sauce Packet (V),0.0,0.0,0.0,0.0
Taco Bell,Mild Sauce Packet (V),0.0,0.0,0.0,0.0
Taco Bell,Blue Raspberry Freeze (16 oz) (New),120.0,0.0,30.0,0.0
Taco Bell,Blue Raspberry Freeze (20 oz) (New),150.0,0.0,38.0,0.0
Taco Bell,Dragon Fruit Freeze (16 oz),190.0,0.0,49.0,0.0
Taco Bell,Dragon Fruit Freeze (20 oz),230.0,0.0,59.0,0.0
Taco Bell,Lowfat Milk - CA (Regional),100.0,9.0,13.0,2.0
Taco Bell,Lowfat Milk - Federal (Regional),80.0,7.0,10.0,2.0
Taco Bell,Midnight Berry Freeze (16 oz) (New),140.0,0.0,35.0,0.0
Taco Bell,Midnight Berry Freeze (20 oz) (New),170.0,0.0,43.0,0.0
Taco Bell,Mtn Dew Baja Blast Freeze (16 oz),150.0,0.0,41.0,0.0
Taco Bell,Mtn Dew Baja Blast Freeze (20 oz),190.0,0.0,51.0,0.0
Taco Bell,Orange Juice,140.0,2.0,33.0,0.0
Taco Bell,Premium Hot Coffee,10.0,2.0,0.0,0.0
Taco Bell,Regular Iced Coffee,10.0,2.0,0.0,0.0
Taco Bell,Water,0.0,0.0,0.0,0.0
Taco Bell,Wild Strawberry Freeze (16 oz),150.0,0.0,41.0,0.0
Taco Bell,Wild Strawberry Freeze (20 oz),190.0,0.0,51.0,0.0
Taco Bell,Beef Burrito - Value Menu,430.0,12.0,51.0,19.0
Taco Bell,Cheesy Bean & Rice Burrito - Value Menu,420.0,10.0,56.0,16.0
Taco Bell,Cheesy Roll Up - Value Menu,180.0,9.0,15.0,9.0
Taco Bell,Chicken Chipotle Melt - Value Menu,190.0,12.0,15.0,9.0
Taco Bell,Chips and Nacho Cheese Sauce - Value Menu,220.0,2.0,24.0,13.0
Taco Bell,Cinnamon Twists - Value Menu,170.0,1.0,27.0,6.0
Taco Bell,Loaded Nacho Taco - Value Menu,250.0,10.0,24.0,12.0
Taco Bell,Bean Burrito,350.0,13.0,54.0,9.0
Taco Bell,Black Bean Chalupa,330.0,10.0,39.0,15.0
Taco Bell,Black Bean Crunchwrap Supreme,510.0,13.0,77.0,17.0
Taco Bell,Black Bean Quesarito,630.0,19.0,73.0,29.0
Taco Bell,Black Beans & Rice,170.0,4.0,31.0,3.5
Taco Bell,Cheese Quesadilla,470.0,19.0,37.0,25.0
Taco Bell,Cheesy Bean & Rice Burrito,420.0,10.0,56.0,16.0
Taco Bell,Cheesy Roll Up,180.0,9.0,15.0,9.0
Taco Bell,Chips and Nacho Cheese Sauce,220.0,2.0,24.0,13.0
Taco Bell,Cinnabon Delights (2 Pack),160.0,2.0,17.0,9.0
Taco Bell,Cinnabon Delights (12 Pack - Serves 4),930.0,9.0,104.0,53.0
Taco Bell,Cinnamon Twists,170.0,1.0,27.0,6.0
Taco Bell,Hash Brown,160.0,1.0,13.0,12.0
Taco Bell,Power Menu Bowl - Veggie,430.0,12.0,57.0,17.0
Taco Bell,Power Menu Bowl - Chicken,470.0,26.0,50.0,19.0
Taco Bell,Power Menu Bowl - Steak,480.0,25.0,51.0,20.0
Taco Bell,Power Menu Bowl - Veggie (V),430.0,12.0,57.0,17.0
Taco Bell,Breakfast Crunchwrap - Bacon,670.0,21.0,50.0,41.0
Taco Bell,Breakfast Crunchwrap - Sausage,720.0,21.0,51.0,47.0
Taco Bell,Breakfast Crunchwrap - Steak,660.0,24.0,51.0,38.0
Taco Bell,Breakfast Salsa Packet (V),0.0,0.0,1.0,0.0
Taco Bell,Cheesy Toasted Breakfast Burrito - Bacon,350.0,13.0,36.0,16.0
Taco Bell,Cheesy Toasted Breakfast Burrito - Fiesta Potato (V),340.0,10.0,43.0,14.0
Taco Bell,Cheesy Toasted Breakfast Burrito - Sausage,340.0,11.0,36.0,17.0
Taco Bell,Cinnabon Delights (2 Pack) (V),160.0,2.0,17.0,9.0
Taco Bell,Cinnabon Delights (12 Pack - Serves 4) (V),930.0,9.0,104.0,53.0
Taco Bell,Grande Toasted Breakfast Burrito - Bacon,560.0,24.0,49.0,30.0
Taco Bell,Grande Toasted Breakfast Burrito - Sausage,560.0,22.0,49.0,31.0
Taco Bell,Grande Toasted Breakfast Burrito - Steak,560.0,27.0,50.0,28.0
Taco Bell,Hash Brown (V),160.0,1.0,13.0,12.0
Taco Bell,Hash Brown Toasted Breakfast Burrito - Bacon,570.0,21.0,49.0,33.0
Taco Bell,Hash Brown Toasted Breakfast Burrito - Sausage,570.0,18.0,49.0,34.0
Taco Bell,Hash Brown Toasted Breakfast Burrito - Steak,570.0,24.0,50.0,30.0
Taco Bell,7-Up (16 fl oz),190.0,,46.0,
Taco Bell,Brisk Mango Iced Tea (16 fl oz),100.0,,26.0,
Taco Bell,Brisk Unsweetened No Lemon Iced Tea (16 fl oz),0.0,,0.0,
Taco Bell,Diet Dr Pepper (16 fl oz),0.0,,0.0,
Taco Bell,Diet Mtn Dew (16 fl oz),5.0,,1.0,
Taco Bell,Diet Pepsi (16 fl oz),0.0,,0.0,
Taco Bell,Dr Pepper (16 fl oz),190.0,,52.0,
Taco Bell,G2 - Fruit Punch (16 fl oz),30.0,,7.0,
Taco Bell,Mtn Dew (16 fl oz),220.0,,59.0,
Taco Bell,Mtn Dew Baja Blast (16 fl oz),220.0,,59.0,
Taco Bell,Mtn Dew Baja Blast Zero Sugar (16 fl oz),5.0,,0.0,
Taco Bell,Mtn Dew Kickstart Orange Citrus (16 fl oz),70.0,,18.0,
Taco Bell,Mug Root Beer (16 fl oz),190.0,,52.0,
Taco Bell,Pepsi (16 fl oz),200.0,,55.0,
Taco Bell,Pepsi Wild Cherry (16 fl oz),210.0,,56.0,
Taco Bell,Pepsi Zero Sugar (16 fl oz),0.0,,0.0,
Taco Bell,Sierra Mist (16 fl oz),200.0,,54.0,
Taco Bell,Tropicana Pink Lemonade (16 fl oz),210.0,,53.0,
Taco Bell,7-Up (20 fl oz),240.0,,58.0,
Taco Bell,Brisk Mango Iced Tea (20 fl oz),120.0,,32.0,
Taco Bell,Brisk Unsweetened No Lemon Iced Tea (20 fl oz),0.0,,0.0,
Taco Bell,Diet Dr Pepper (20 fl oz),0.0,,0.0,
Taco Bell,Diet Mtn Dew (20 fl oz),10.0,,1.0,
Taco Bell,Diet Pepsi (20 fl oz),0.0,,0.0,
Taco Bell,Dr Pepper (20 fl oz),240.0,,65.0,
Taco Bell,G2 - Fruit Punch (20 fl oz),35.0,,9.0,
Taco Bell,Mtn Dew (20 fl oz),270.0,,73.0,
Taco Bell,Mtn Dew Baja Blast (20 fl oz),280.0,,74.0,
Taco Bell,Mtn Dew Baja Blast Zero Sugar (20 fl oz),10.0,,0.0,
Taco Bell,Mtn Dew Kickstart Orange Citrus (20 fl oz),90.0,,23.0,
Taco Bell,Mug Root Beer (20 fl oz),240.0,,65.0,
Taco Bell,Pepsi (20 fl oz),250.0,,69.0,
Taco Bell,Pepsi Wild Cherry (20 fl oz),260.0,,70.0,
Taco Bell,Pepsi Zero Sugar (20 fl oz),0.0,,0.0,
Taco Bell,Sierra Mist (20 fl oz),260.0,,68.0,
Taco Bell,Tropicana Pink Lemonade (20 fl oz),260.0,,67.0,
Taco Bell,7-Up (30 fl oz),350.0,,87.0,
Taco Bell,Brisk Mango Iced Tea (30 fl oz),180.0,,48.0,
Taco Bell,Brisk Unsweetened No Lemon Iced Tea (30 fl oz),0.0,,0.0,
Taco Bell,Diet Dr Pepper (30 fl oz),0.0,,1.0,
Taco Bell,Diet Mtn Dew (30 fl oz),10.0,,1.0,
Taco Bell,Diet Pepsi (30 fl oz),0.0,,0.0,
Taco Bell,Dr Pepper (30 fl oz),360.0,,98.0,
Taco Bell,G2 - Fruit Punch (30 fl oz),50.0,,13.0,
Taco Bell,Mtn Dew (30 fl oz),410.0,,110.0,
Taco Bell,Mtn Dew Baja Blast (30 fl oz),420.0,,110.0,
Taco Bell,Mtn Dew Baja Blast Zero Sugar (30 fl oz),15.0,,0.0,
Taco Bell,Mtn Dew Kickstart Orange Citrus (30 fl oz),130.0,,34.0,
Taco Bell,Mug Root Beer (30 fl oz),360.0,,98.0,
Taco Bell,Pepsi (30 fl oz),380.0,,104.0,
Taco Bell,Pepsi Wild Cherry (30 fl oz),390.0,,105.0,
Taco Bell,Pepsi Zero Sugar (30 fl oz),0.0,,1.0,
Taco Bell,Sierra Mist (30 fl oz),380.0,,101.0,
Taco Bell,Tropicana Pink Lemonade (30 fl oz),390.0,,100.0,
Chipotle,Crispy Taco Corn Tortilla,70.0,1.0,10.0,3.0
Chipotle,Flour Tortilla,320.0,8.0,50.0,9.0
Chipotle,Soft Taco Flour Tortilla,80.0,2.0,13.0,2.5
Chipotle,Barbacoa,170.0,24.0,2.0,7.0
Chipotle,Carnitas,210.0,23.0,0.0,12.0
Chipotle,Chicken,180.0,32.0,0.0,7.0
Chipotle,Sofritas,150.0,8.0,9.0,10.0
Chipotle,Steak,150.0,21.0,1.0,6.0
Chipotle,Black Beans,130.0,8.0,22.0,1.5
Chipotle,Brown Rice,210.0,4.0,36.0,6.0
Chipotle,Fajita Vegetables,20.0,1.0,5.0,0.0
Chipotle,Pinto Beans,130.0,8.0,21.0,1.5
Chipotle,Romaine Lettuce for Salad,10.0,1.0,2.0,0.0
Chipotle,Cheese,110.0,6.0,1.0,8.0
Chipotle,Fresh Tomato Salsa,25.0,0.0,4.0,0.0
Chipotle,Guacamole,230.0,2.0,8.0,22.0
Chipotle,Queso,120.0,6.0,4.0,8.0
Chipotle,Roasted Chili-Corn Salsa,80.0,3.0,16.0,1.5
Chipotle,Romaine Lettuce,5.0,0.0,1.0,0.0
Chipotle,Sour Cream,110.0,2.0,2.0,9.0
Chipotle,Tomatillo-Green Chili Salsa,15.0,0.0,4.0,0.0
Chipotle,Tomatillo-Red Chili Salsa,30.0,0.0,4.0,0.0
Chipotle,Chips,540.0,7.0,73.0,25.0
Chipotle,Chips & Fresh Tomato Salsa,570.0,7.0,74.0,25.0
Chipotle,Chips & Guacamole,770.0,9.0,81.0,47.0
Chipotle,Chips & Roasted Chili-Corn Salsa,620.0,10.0,89.0,27.0
Chipotle,Chips & Tomatillo-Green Chili Salsa,560.0,7.0,77.0,25.0
Chipotle,Chips & Tomatillo-Red Chili Salsa,570.0,7.0,77.0,25.0
Chipotle,Large Chips,810.0,11.0,110.0,38.0
Chipotle,Large Chips & Large Queso,1270.0,36.0,127.0,71.0
Chipotle,Large Side of Queso,460.0,25.0,17.0,33.0
Chipotle,Side of Guacamole,230.0,2.0,8.0,22.0
Chipotle,Side of Queso,230.0,13.0,9.0,16.0
Chipotle,"Kids Quesadilla, Barbacoa",20.0,3.0,0.0,1.0
Chipotle,"Kids Quesadilla, Black Beans",100.0,6.0,16.0,1.0
Chipotle,"Kids Quesadilla, Brown Rice",110.0,2.0,18.0,3.0
Chipotle,"Kids Quesadilla, Carnitas",25.0,3.0,0.0,2.0
Chipotle,"Kids Quesadilla, Cheese",110.0,6.0,1.0,8.0
Chipotle,"Kids Quesadilla, Chicken",25.0,4.0,0.0,1.0
Chipotle,"Kids Quesadilla, Flour Tortilla",80.0,2.0,13.0,2.5
Chipotle,"Kids Quesadilla, Guacamole",110.0,1.0,3.0,11.0
Chipotle,"Kids Quesadilla, Pinto Beans",100.0,6.0,15.0,1.0
Chipotle,"Kids Quesadilla, Sofritas",15.0,1.0,1.0,1.0
Chipotle,"Kids Quesadilla, Steak",20.0,3.0,0.0,1.0
Chipotle,"Kids Quesadilla, White Rice",100.0,2.0,20.0,2.0
Chipotle,"Kids Tacos, 2 Crispy Corn Tortillas",130.0,2.0,19.0,6.0
Chipotle,"Kids Tacos, 2 Soft Flour Tortillas",170.0,5.0,27.0,5.0
Chipotle,"Kids Tacos, Barbacoa",80.0,12.0,1.0,3.0
Chipotle,"Kids Tacos, Black Beans",100.0,6.0,16.0,1.0
Chipotle,"Kids Tacos, Brown Rice",110.0,2.0,18.0,3.0
Chipotle,"Kids Tacos, Carnitas",110.0,12.0,0.0,6.0
Chipotle,"Kids Tacos, Cheese",110.0,6.0,1.0,8.0
Chipotle,"Kids Tacos, Chicken",90.0,15.0,0.0,3.0
Chipotle,"Kids Tacos, Fajita Vegetables",5.0,0.0,1.0,0.0
Chipotle,"Kids Tacos, Fresh Tomato Salsa",15.0,0.0,1.0,0.0
Chipotle,"Kids Tacos, Guacamole",110.0,1.0,3.0,11.0
Chipotle,"Kids Tacos, Pinto Beans",100.0,6.0,15.0,1.0
Chipotle,"Kids Tacos, Queso",120.0,6.0,4.0,8.0
Chipotle,"Kids Tacos, Roasted Chili-Corn Salsa",40.0,1.0,9.0,1.0
Chipotle,"Kids Tacos, Romaine Lettuce",5.0,0.0,1.0,0.0
Chipotle,"Kids Tacos, Sofritas",70.0,4.0,5.0,5.0
Chipotle,"Kids Tacos, Sour Cream",60.0,1.0,1.0,5.0
Chipotle,"Kids Tacos, Steak",70.0,10.0,1.0,3.0
Chipotle,"Kids Tacos, Tomatillo-Green Chili Salsa",15.0,0.0,4.0,0.0
Chipotle,"Kids Tacos, Tomatillo-Red Chili Salsa",30.0,0.0,4.0,0.0
Chipotle,"Kids Tacos, White Rice",100.0,2.0,20.0,2.0
Chipotle,Organic Apple Juice,100.0,0.0,25.0,0.0
Chipotle,Organic Chocolate Milk,130.0,7.0,20.0,2.0
Chipotle,Organic Milk,90.0,7.0,10.0,2.0
Chipotle,Blueberries,20.0,0.0,0.0,0.0
Chipotle,Kids Chips,140.0,2.0,18.0,6.0
Chipotle,Mandarin Orange,35.0,1.0,9.0,0.0
Chick-fil-A,Chick-fil-A Chick-n-Minis,360.0,19.0,41.0,13.0
Chick-fil-A,Egg White Grill,290.0,26.0,30.0,8.0
Chick-fil-A,Hash Brown Scramble Burrito w/ Nuggets,700.0,34.0,51.0,40.0
Chick-fil-A,Hash Brown Scramble Burrito w/ Sausage,720.0,28.0,46.0,47.0
Chick-fil-A,Hash Brown Scramble Burrito w/ Grilled Filet,650.0,35.0,46.0,36.0
Chick-fil-A,Hash Brown Scramble Burrito w/ Nuggets - no hash browns,550.0,33.0,38.0,30.0
Chick-fil-A,Hash Brown Scramble Burrito w/ Sausage - no hash browns,560.0,26.0,32.0,36.0
Chick-fil-A,Hash Brown Scramble Burrito w/ Grilled Filet - no hash brown,500.0,34.0,34.0,25.0
Chick-fil-A,Hash Brown Scramble Bowl w/ Nuggets,470.0,29.0,19.0,30.0
Chick-fil-A,Hash Brown Scramble Bowl w/ Sausage,480.0,23.0,15.0,37.0
Chick-fil-A,Hash Brown Scramble Bowl w/ Grilled Filet,410.0,30.0,15.0,26.0
Chick-fil-A,Hash Brown Scramble Bowl w/ Nuggets - no hash browns,320.0,28.0,7.0,20.0
Chick-fil-A,Hash Brown Scramble Bowl w/ Sausage - no hash browns,320.0,21.0,1.0,26.0
Chick-fil-A,Hash Brown Scramble Bowl w/ Grilled Filet - no hash browns,260.0,28.0,1.0,16.0
Chick-fil-A,Chick-fil-A Chicken Biscuit,460.0,19.0,45.0,23.0
Chick-fil-A,"Bacon, Egg & Cheese Biscuit",420.0,15.0,38.0,23.0
Chick-fil-A,"Sausage, Egg & Cheese Biscuit",610.0,22.0,38.0,42.0
Chick-fil-A,"Bacon, Egg & Cheese Muffin",310.0,16.0,29.0,14.0
Chick-fil-A,"Sausage, Egg & Cheese Muffin",500.0,23.0,30.0,33.0
Chick-fil-A,Buttered Biscuit,290.0,4.0,37.0,15.0
Chick-fil-A,English Muffin,140.0,5.0,29.0,2.0
Chick-fil-A,Hash Browns,270.0,3.0,23.0,18.0
Chick-fil-A,Greek Yogurt Parfait,270.0,13.0,36.0,9.0
Chick-fil-A,Greek Yogurt Parfait w/ Cookie Crumbs,240.0,12.0,33.0,8.0
Chick-fil-A,Greek Yogurt Parfait w/ Granola,270.0,13.0,36.0,9.0
Chick-fil-A,Fruit Cup,60.0,1.0,15.0,0.0
Chick-fil-A,Small Fruit Cup,50.0,1.0,13.0,0.0
Chick-fil-A,Medium Fruit Cup,60.0,1.0,15.0,0.0
Chick-fil-A,Chick-fil-A Chicken Sandwich,440.0,29.0,41.0,17.0
Chick-fil-A,Spicy Chicken Sandwich,460.0,28.0,45.0,19.0
Chick-fil-A,Chick-fil-A Deluxe Sandwich w/ American,500.0,32.0,44.0,22.0
Chick-fil-A,Chick-fil-A Deluxe Sandwich w/ Colby Jack,530.0,35.0,44.0,24.0
Chick-fil-A,Chick-fil-A Deluxe Sandwich w/ Pepper Jack,520.0,34.0,44.0,24.0
Chick-fil-A,Chick-fil-A Deluxe Sandwich w/ No Cheese,450.0,30.0,43.0,17.0
Chick-fil-A,Spicy Deluxe Sandwich w/ Pepper Jack,550.0,33.0,47.0,25.0
Chick-fil-A,Spicy Deluxe Sandwich w/ American,520.0,31.0,47.0,23.0
Chick-fil-A,Spicy Deluxe Sandwich w/ Colby Jack,550.0,34.0,47.0,25.0
Chick-fil-A,Spicy Deluxe Sandwich w/ No Cheese,470.0,29.0,47.0,19.0
