Restaurant,Menu Item,Calories,Protein,Carbohydrates,Fat
Chick-fil-A,Grilled Chicken Sandwich,320.0,28.0,41.0,6.0
Chick-fil-A,Grilled Chicken Club w/ Colby Jack,520.0,37.0,44.0,22.0
Chick-fil-A,Grilled Chicken Club w/ American,490.0,35.0,45.0,19.0
Chick-fil-A,Grilled Chicken Club w/ Pepper Jack,510.0,37.0,44.0,21.0
Chick-fil-A,Grilled Chicken Club w/ No Cheese,440.0,33.0,44.0,15.0
Chick-fil-A,5 ct Chick-fil-A Nuggets,160.0,17.0,7.0,7.0
Chick-fil-A,8 ct Chick-fil-A Nuggets,250.0,27.0,11.0,11.0
Chick-fil-A,12 ct Chick-fil-A Nuggets,380.0,40.0,16.0,17.0
Chick-fil-A,30 ct Chick-fil-A Nuggets,950.0,100.0,41.0,43.0
Chick-fil-A,5 ct Grilled Nuggets,80.0,16.0,1.0,2.0
Chick-fil-A,8 ct Grilled Nuggets,130.0,25.0,1.0,3.0
Chick-fil-A,12 ct Grilled Nuggets,200.0,38.0,2.0,4.5
Chick-fil-A,2 ct Chick-fil-A Chick-n-Strips,200.0,19.0,11.0,9.0
Chick-fil-A,3 ct Chick-fil-A Chick-n-Strips,310.0,29.0,16.0,14.0
Chick-fil-A,4 ct Chick-fil-A Chick-n-Strips,410.0,39.0,22.0,19.0
Chick-fil-A,Chick-fil-A Cool Wrap,350.0,42.0,29.0,13.0
Chick-fil-A,Lemon Kale Caesar Salad w/ Grilled Nuggets,470.0,43.0,22.0,24.0
Chick-fil-A,Lemon Kale Caesar Salad w/ Grilled Filet (Cold),400.0,31.0,22.0,22.0
Chick-fil-A,Lemon Kale Caesar Salad w/ Spicy Grilled Filet (Cold),400.0,29.0,22.0,23.0
Chick-fil-A,Lemon Kale Caesar Salad w/ Grilled Filet (Warm),400.0,30.0,22.0,22.0
Chick-fil-A,Lemon Kale Caesar Salad w/ Chick-fil-A Filet,550.0,34.0,33.0,32.0
Chick-fil-A,Lemon Kale Caesar Salad w/ Spicy Filet,570.0,33.0,36.0,34.0
Chick-fil-A,Lemon Kale Caesar Salad w/ Nuggets,550.0,36.0,31.0,32.0
Chick-fil-A,Lemon Kale Caesar Salad w/ Chick-n-Strips️,600.0,39.0,36.0,34.0
Chick-fil-A,Lemon Kale Caesar Salad w/ No Chicken,300.0,10.0,20.0,20.0
Chick-fil-A,Cobb Salad w/ Nuggets,850.0,42.0,34.0,61.0
Chick-fil-A,Cobb Salad w/ Spicy Grilled Filet (Cold),710.0,36.0,25.0,51.0
Chick-fil-A,Cobb Salad w/ Grilled Nuggets,730.0,41.0,24.0,52.0
Chick-fil-A,Cobb Salad w/ Chick-fil-A Chick-n-Strips,910.0,45.0,40.0,63.0
Chick-fil-A,Cobb Salad w/ Grilled Filet (Cold),700.0,37.0,25.0,51.0
Chick-fil-A,Cobb Salad w/ Chick-fil-A Filet,850.0,40.0,36.0,61.0
Chick-fil-A,Cobb Salad w/ Spicy Filet,870.0,39.0,40.0,62.0
Chick-fil-A,Cobb Salad w/ Grilled Filet (Warm),700.0,37.0,25.0,51.0
Chick-fil-A,Cobb Salad w/ No Chicken,600.0,16.0,23.0,49.0
Chick-fil-A,Spicy Southwest Salad w/ Spicy Grilled Filet (Cold),690.0,33.0,29.0,49.0
Chick-fil-A,Spicy Southwest Salad w/ Grilled Filet (Cold),690.0,35.0,29.0,49.0
Chick-fil-A,Spicy Southwest Salad w/ Nuggets,840.0,41.0,38.0,58.0
Chick-fil-A,Spicy Southwest Salad w/ Grilled Nuggets,720.0,39.0,29.0,50.0
Chick-fil-A,Spicy Southwest Salad w/ Chick-fil-A Chick-n-Strips,890.0,43.0,44.0,61.0
Chick-fil-A,Spicy Southwest Salad w/ Chick-fil-A Filet,840.0,38.0,40.0,59.0
Chick-fil-A,Spicy Southwest Salad w/ Spicy Filet,860.0,37.0,44.0,60.0
Chick-fil-A,Spicy Southwest Salad w/ Grilled Filet (Warm),690.0,35.0,29.0,49.0
Chick-fil-A,Spicy Southwest Salad w/ No Chicken,590.0,14.0,27.0,47.0
Chick-fil-A,Grilled Market Salad w/ Grilled Filet (Cold),540.0,28.0,41.0,31.0
Chick-fil-A,Grilled Market Salad w/ Spicy Grilled Filet (Cold),550.0,28.0,42.0,32.0
Chick-fil-A,Grilled Market Salad w/ Chick-fil-A Chick-n-Strips,740.0,36.0,56.0,43.0
Chick-fil-A,Grilled Market Salad w/ Nuggets,690.0,34.0,51.0,41.0
Chick-fil-A,Grilled Market Salad w/ Grilled Nuggets,570.0,32.0,41.0,32.0
Chick-fil-A,Grilled Market Salad w/ Chick-fil-A Filet,690.0,31.0,52.0,41.0
Chick-fil-A,Grilled Market Salad w/ Spicy Filet,710.0,30.0,56.0,42.0
Chick-fil-A,Grilled Market Salad w/ Grilled Filet (Warm),540.0,28.0,41.0,31.0
Chick-fil-A,Grilled Market Salad w/ No Chicken,440.0,7.0,40.0,29.0
Chick-fil-A,Small Chick-fil-A Waffle Potato Fries,320.0,4.0,35.0,19.0
Chick-fil-A,Medium Chick-fil-A Waffle Potato Fries,420.0,5.0,45.0,24.0
Chick-fil-A,Large Chick-fil-A Waffle Potato Fries,600.0,7.0,65.0,35.0
Chick-fil-A,Small Fruit Cup,50.0,1.0,13.0,0.0
Chick-fil-A,Medium Fruit Cup,60.0,1.0,15.0,0.0
Chick-fil-A,Side Salad,160.0,6.0,13.0,10.0
Chick-fil-A,Small Mac & Cheese,270.0,12.0,17.0,17.0
Chick-fil-A,Medium Mac & Cheese,450.0,20.0,28.0,29.0
Chick-fil-A,Cup of Chicken Noodle Soup,145.0,9.0,21.0,3.5
Chick-fil-A,Bowl of Chicken Noodle Soup,255.0,16.0,34.0,5.5
Chick-fil-A,Kale Crunch Side,120.0,3.0,8.0,9.0
Chick-fil-A,Greek Yogurt Parfait w/ Granola,270.0,13.0,36.0,9.0
Chick-fil-A,Greek Yogurt Parfait w/ Cookie Crumbs,240.0,12.0,33.0,8.0
Chick-fil-A,Waffle Potato Chips,220.0,3.0,25.0,13.0
Chick-fil-A,Buddy Fruits Apple Sauce,45.0,0.0,12.0,0.0
Chick-fil-A,Nuggets Kid's Meal,160.0,17.0,7.0,7.0
Chick-fil-A,Chick-fil-A Chick-n-Strips Kid's Meal,200.0,19.0,11.0,9.0
Chick-fil-A,Grilled Nuggets Kid's Meal,80.0,16.0,1.0,2.0
Chick-fil-A,Frosted Lemonade,330.0,6.0,65.0,6.0
Chick-fil-A,Frosted Lemonade w/ Diet Lemonade,250.0,6.0,46.0,6.0
Chick-fil-A,Frosted Coffee,250.0,6.0,43.0,6.0
Chick-fil-A,Chocolate Chunk Cookie,370.0,5.0,49.0,17.0
Chick-fil-A,6 pack Chocolate Chunk Cookie,370.0,5.0,49.0,17.0
Chick-fil-A,Chocolate Fudge Brownie,380.0,4.0,48.0,21.0
Chick-fil-A,Peach Milkshake,600.0,11.0,100.0,18.0
Chick-fil-A,Cookies & Cream Milkshake,630.0,13.0,90.0,25.0
Chick-fil-A,Chocolate Milkshake,590.0,12.0,90.0,22.0
Chick-fil-A,Strawberry Milkshake,570.0,11.0,93.0,19.0
Chick-fil-A,Vanilla Milkshake,580.0,13.0,82.0,23.0
Chick-fil-A,Icedream Cone,180.0,4.0,32.0,4.0
Chick-fil-A,Small Freshly-Brewed Iced Tea Sweetened,70.0,0.0,19.0,0.0
Chick-fil-A,Medium Freshly-Brewed Iced Tea Sweetened,120.0,0.0,31.0,0.0
Chick-fil-A,Large Freshly-Brewed Iced Tea Sweetened,170.0,0.0,43.0,0.0
Chick-fil-A,Small Freshly-Brewed Iced Tea Unsweetened,0.0,0.0,0.0,0.0
Chick-fil-A,Medium Freshly-Brewed Iced Tea Unsweetened,0.0,0.0,0.0,0.0
Chick-fil-A,Large Freshly-Brewed Iced Tea Unsweetened,0.0,0.0,0.0,0.0
Chick-fil-A,Small Chick-fil-A Lemonade,130.0,0.0,33.0,0.0
Chick-fil-A,Medium Chick-fil-A Lemonade,220.0,0.0,58.0,0.0
Chick-fil-A,Large Chick-fil-A Lemonade,300.0,0.0,78.0,0.0
Chick-fil-A,Small Chick-fil-A Diet Lemonade,30.0,0.0,8.0,0.0
Chick-fil-A,Medium Chick-fil-A Diet Lemonade,50.0,0.0,14.0,0.0
Chick-fil-A,Large Chick-fil-A Diet Lemonade,80.0,0.0,21.0,0.0
Chick-fil-A,"Sunjoy (1/2 Sweet Tea, 1/2 Lemonade)",1.0,1.0,1.0,1.0
Chick-fil-A,"Small Sunjoy (1/2 Sweet Tea, 1/2 Lemonade)",120.0,0.0,33.0,0.0
Chick-fil-A,"Medium Sunjoy (1/2 Sweet Tea, 1/2 Lemonade)",160.0,0.0,44.0,0.0
Chick-fil-A,"Large Sunjoy (1/2 Sweet Tea, 1/2 Lemonade)",260.0,0.0,70.0,0.0
Chick-fil-A,"Sunjoy (1/2 Sweet Tea, 1/2 Diet Lemonade)",1.0,1.0,1.0,1.0
Chick-fil-A,"Small Sunjoy (1/2 Sweet Tea, 1/2 Diet Lemonade)",70.0,0.0,19.0,0.0
Chick-fil-A,"Medium Sunjoy (1/2 Sweet Tea, 1/2 Diet Lemonade)",90.0,0.0,25.0,0.0
Chick-fil-A,"Large Sunjoy (1/2 Sweet Tea, 1/2 Diet Lemonade)",140.0,0.0,37.0,0.0
Chick-fil-A,"Sunjoy (1/2 Unsweet Tea, 1/2 Lemonade)",1.0,1.0,1.0,1.0
Chick-fil-A,"Small Sunjoy (1/2 Unsweet Tea, 1/2 Lemonade)",60.0,0.0,17.0,0.0
Chick-fil-A,"Medium Sunjoy (1/2 Unsweet Tea, 1/2 Lemonade)",90.0,0.0,25.0,0.0
Chick-fil-A,"Large Sunjoy (1/2 Unsweet Tea, 1/2 Lemonade)",140.0,0.0,39.0,0.0
Chick-fil-A,"Sunjoy (1/2 Unsweet Tea, 1/2 Diet Lemonade)",1.0,1.0,1.0,1.0
Chick-fil-A,"Small Sunjoy (1/2 Unsweet Tea, 1/2 Diet Lemonade)",15.0,0.0,4.0,0.0
Chick-fil-A,"Medium Sunjoy (1/2 Unsweet Tea, 1/2 Diet Lemonade)",20.0,0.0,6.0,0.0
Chick-fil-A,"Large Sunjoy (1/2 Unsweet Tea, 1/2 Diet Lemonade)",35.0,0.0,9.0,0.0
Chick-fil-A,Iced Coffee,150.0,5.0,30.0,2.5
Chick-fil-A,Iced Coffee - Vanilla,140.0,5.0,30.0,2.5
Chick-fil-A,Small Coca-Cola,100.0,0.0,26.0,0.0
Chick-fil-A,Medium Coca-Cola,140.0,0.0,39.0,0.0
Chick-fil-A,Large Coca-Cola,220.0,0.0,62.0,0.0
Chick-fil-A,Small Dr Pepper,140.0,0.0,36.0,0.0
Chick-fil-A,Medium Dr Pepper,180.0,0.0,48.0,0.0
Chick-fil-A,Large Dr Pepper,270.0,0.0,71.0,0.0
Chick-fil-A,DASANI Bottled Water,0.0,0.0,0.0,0.0
Chick-fil-A,Honest Kids Apple Juice,35.0,0.0,9.0,0.0
Chick-fil-A,Simply Orange,160.0,2.0,34.0,0.0
Chick-fil-A,1% Chocolate Milk,140.0,7.0,23.0,2.0
Chick-fil-A,1% White Milk,1.0,1.0,1.0,1.0
Chick-fil-A,1% White Milk,90.0,7.0,10.0,2.0
Chick-fil-A,Coffee,0.0,0.0,0.0,0.0
Chick-fil-A,Gallon Chick-fil-A Lemonade,2090.0,2.0,549.0,1.5
Chick-fil-A,Gallon Chick-fil-A Diet Lemonade,460.0,3.0,126.0,2.0
Chick-fil-A,Gallon Freshly-Brewed Iced Tea Sweetened,1540.0,0.0,398.0,0.0
Chick-fil-A,Gallon Freshly-Brewed Iced Tea Unsweetened,0.0,0.0,0.0,0.0
Chick-fil-A,"Gallon Sunjoy (1/2 Sweet Tea, 1/2 Lemonade)",1730.0,0.0,470.0,0.0
Chick-fil-A,"Gallon Sunjoy (1/2 Sweet Tea, 1/2 Diet Lemonade)",1010.0,1.0,265.0,1.0
Chick-fil-A,"Gallon Sunjoy (1/2 Unsweet Tea, 1/2 Lemonade)",1040.0,0.0,291.0,0.0
Chick-fil-A,"Gallon Sunjoy (1/2 Unsweet Tea, 1/2 Diet Lemonade)",260.0,1.0,71.0,1.0
Chick-fil-A,5 lb Bag of Ice,5.0,5.0,5.0,5.0
Chick-fil-A,5 lb Bag of Ice,0.0,0.0,0.0,0.0
Chick-fil-A,Grilled Chicken Bundle,520.0,38.0,44.0,22.0
Chick-fil-A,Small Hot Chick-fil-A Nuggets Tray (per nugget),30.0,3.0,1.0,1.5
Chick-fil-A,Medium Hot Chick-fil-A Nuggets Tray (per nugget),30.0,3.0,1.0,1.5
Chick-fil-A,Large Hot Chick-fil-A Nuggets Tray (per nugget),30.0,3.0,1.0,1.5
Chick-fil-A,Small Chilled Chick-fil-A Nuggets Tray (per nugget),30.0,3.0,1.0,1.5
Chick-fil-A,Medium Chilled Chick-fil-A Nuggets Tray (per nugget),30.0,3.0,1.0,1.5
Chick-fil-A,Large Chilled Chick-fil-A Nuggets Tray (per nugget),30.0,3.0,1.0,1.5
Chick-fil-A,Small Hot Chick-n-Strips️ Tray (per chick-n-strip),110.0,10.0,6.0,5.0
Chick-fil-A,Medium Hot Chick-n-Strips️ Tray (per chick-n-strip),110.0,10.0,6.0,5.0
Chick-fil-A,Large Hot Chick-n-Strips️ Tray (per chick-n-strip),110.0,10.0,6.0,5.0
Chick-fil-A,Small Chilled Chick-n-Strips️ (Cooked & Chilled for Later) Tray (per chick-n-strip),110.0,10.0,6.0,5.0
Chick-fil-A,Medium Chilled Chick-n-Strips️ (Cooked & Chilled for Later) Tray (per chick-n-strip),110.0,10.0,6.0,5.0
Chick-fil-A,Large Chilled Chick-n-Strips️ (Cooked & Chilled for Later) Tray (per chick-n-strip),110.0,10.0,6.0,5.0
Chick-fil-A,Small Chilled Grilled Chicken Sub Sandwich Tray (per half sandwich),220.0,18.0,24.0,6.0
Chick-fil-A,Medium Chilled Grilled Chicken Sub Sandwich Tray (per half sandwich),220.0,18.0,24.0,6.0
Chick-fil-A,Large Chilled Grilled Chicken Sub Sandwich Tray (per half sandwich),220.0,18.0,24.0,6.0
Chick-fil-A,Small Spicy Chilled Grilled Chicken Sub Sandwich Tray (per half sandwich),210.0,16.0,24.0,6.0
Chick-fil-A,Medium Spicy Chilled Grilled Chicken Sub Sandwich Tray (per half sandwich),210.0,16.0,24.0,6.0
Chick-fil-A,Large Spicy Chilled Grilled Chicken Sub Sandwich Tray (per half sandwich),210.0,16.0,24.0,6.0
Chick-fil-A,Small Chick-fil-A Cool Wrap Tray (per half wrap),490.0,23.0,18.0,39.0
Chick-fil-A,Medium Chick-fil-A Cool Wrap Tray (per half wrap),490.0,23.0,18.0,39.0
Chick-fil-A,Large Chick-fil-A Cool Wrap Tray (per half wrap),490.0,23.0,18.0,39.0
Chick-fil-A,Small Fruit Tray (per tray),780.0,9.0,181.0,2.5
Chick-fil-A,Large Fruit Tray (per tray),1580.0,18.0,366.0,5.0
Chick-fil-A,Small Mac & Cheese Tray (per tray),4920.0,221.0,308.0,312.0
Chick-fil-A,Large Mac & Cheese Tray (per tray),9850.0,442.0,616.0,624.0
Chick-fil-A,Small Garden Salad Tray (per tray),350.0,20.0,27.0,19.0
Chick-fil-A,Large Garden Salad Tray (per tray),690.0,41.0,54.0,37.0
Chick-fil-A,Small Kale Crunch Side Tray (per tray),570.0,11.0,56.0,37.0
Chick-fil-A,Large Kale Crunch Side Tray (per tray),1260.0,24.0,125.0,81.0
Chick-fil-A,Small Chocolate Chunk Cookie Tray (per cookie),370.0,5.0,49.0,17.0
Chick-fil-A,Large Chocolate Chunk Cookie Tray (per cookie),370.0,5.0,49.0,17.0
Chick-fil-A,Small Chocolate Fudge Brownie Tray (per brownie half),190.0,2.0,24.0,10.0
Chick-fil-A,Large Chocolate Fudge Brownie Tray (per brownie half),190.0,2.0,24.0,10.0
Chick-fil-A,Small Chocolate Chunk Cookie and Chocolate Fudge Brownie Tray (per cookie/ per brownie half),560.0,7.0,73.0,28.0
Chick-fil-A,Large Chocolate Chunk Cookie and Chocolate Fudge Brownie Tray (per cookie/ per brownie half),560.0,7.0,73.0,28.0
Chick-fil-A,Chick-fil-A Chicken Sandwich,440.0,29.0,41.0,17.0
Chick-fil-A,Spicy Chicken Sandwich,460.0,28.0,45.0,19.0
Chick-fil-A,5 ct Chick-fil-A Nuggets,715.0,18.0,64.0,43.5
Chick-fil-A,8 ct Chick-fil-A Nuggets,250.0,27.0,11.0,11.0
Chick-fil-A,12 ct Chick-fil-A Nuggets,380.0,40.0,16.0,17.0
Chick-fil-A,Chilled Grilled Chicken Sub Sandwich,440.0,35.0,47.0,12.0
Chick-fil-A,Spicy Chilled Grilled Chicken Sub Sandwich,430.0,32.0,48.0,12.0
Chick-fil-A,Gallon Freshly-Brewed Iced Tea Sweetened,1540.0,0.0,398.0,0.0
Chick-fil-A,Gallon Freshly-Brewed Iced Tea Unsweetened,0.0,0.0,0.0,0.0
Chick-fil-A,Gallon Chick-fil-A Lemonade,2090.0,2.0,549.0,1.5
Chick-fil-A,Gallon Chick-fil-A Diet Lemonade,460.0,3.0,126.0,2.0
Chick-fil-A,"Gallon Sunjoy (1/2 Sweet Tea, 1/2 Lemonade)",1730.0,0.0,470.0,0.0
Chick-fil-A,"Gallon Sunjoy (1/2 Sweet Tea, 1/2 Diet Lemonade)",1010.0,1.0,265.0,1.0
Chick-fil-A,"Gallon Sunjoy (1/2 Unsweet Tea, 1/2 Lemonade)",1040.0,0.0,291.0,0.0
Chick-fil-A,"Gallon Sunjoy (1/2 Unsweet Tea, 1/2 Diet Lemonade)",260.0,1.0,71.0,1.0
Chick-fil-A,DASANI Bottled Water,0.0,0.0,0.0,0.0
Chick-fil-A,Simply Orange,160.0,2.0,34.0,0.0
Chick-fil-A,Honest Kids Apple Juice,35.0,0.0,9.0,0.0
Chick-fil-A,1% White Milk,90.0,7.0,10.0,2.0
Chick-fil-A,1% Chocolate Milk,140.0,7.0,23.0,2.0
Chick-fil-A,5 lb Bag of Ice,0.0,0.0,0.0,0.0
Chick-fil-A,Catering Coffee,0.0,0.0,0.0,0.0
Chick-fil-A,8oz Chick-fil-A Sauce,1140.0,2.0,50.0,103.0
Chick-fil-A,8oz Polynesian Sauce,860.0,1.0,107.0,48.0
Chick-fil-A,8oz Garden Herb Ranch Sauce,1100.0,4.0,8.0,117.0
Chick-fil-A,8oz Honey Mustard Sauce,380.0,2.0,88.0,3.0
Chick-fil-A,8oz Barbeque Sauce,360.0,2.0,88.0,0.0
Chick-fil-A,Barbecue Sauce,45.0,0.0,11.0,0.0
Chick-fil-A,Chick-fil-A Sauce,140.0,0.0,7.0,13.0
Chick-fil-A,Garden Herb Ranch Sauce,140.0,1.0,1.0,15.0
Chick-fil-A,Honey Mustard Sauce,50.0,0.0,12.0,0.0
Chick-fil-A,Honey Roasted BBQ Sauce,60.0,0.0,3.0,5.0
Chick-fil-A,Polynesian Sauce,110.0,0.0,14.0,6.0
Chick-fil-A,Sweet and Spicy Sriracha Sauce,45.0,0.0,11.0,0.0
Chick-fil-A,Zesty Buffalo Sauce,25.0,0.0,1.0,2.5
Chick-fil-A,Cilantro Lime Sauce,70.0,0.0,0.0,7.0
Chick-fil-A,Creamy Salsa Dressing,290.0,1.0,2.0,31.0
Chick-fil-A,Fat Free Honey Mustard Dressing,90.0,0.0,23.0,0.0
Chick-fil-A,Garden Herb Ranch Dressing,280.0,1.0,2.0,29.0
Chick-fil-A,Light Balsamic Vinaigrette Dressing,80.0,0.0,10.0,4.0
Chick-fil-A,Light Italian Dressing,25.0,0.0,3.0,1.0
Chick-fil-A,Zesty Apple Cider Vinaigrette Dressing,230.0,0.0,16.0,19.0
Chick-fil-A,Lemon Caesar Vinaigrette Dressing,140.0,0.0,6.0,13.0
Chick-fil-A,Grilled Breakfast Filet,60.0,13.0,0.0,1.0
Chick-fil-A,Bacon,50.0,4.0,0.0,3.5
Chick-fil-A,Chick-fil-A Breakfast Filet,160.0,15.0,8.0,8.0
Chick-fil-A,Sausage,240.0,11.0,1.0,22.0
Chick-fil-A,Grilled Filet,110.0,21.0,1.0,2.0
Chick-fil-A,Spicy Filet,280.0,23.0,16.0,13.0
Chick-fil-A,Chick-fil-A Filet,250.0,24.0,12.0,12.0
Chick-fil-A,Bacon,50.0,4.0,0.0,3.5
Chick-fil-A,Lettuce,5.0,0.0,1.0,0.0
Chick-fil-A,Pickles,0.0,0.0,0.0,0.0
Chick-fil-A,Tomato,5.0,0.0,1.0,0.0
Chick-fil-A,American Cheese,50.0,3.0,1.0,4.5
Chick-fil-A,Colby Jack Cheese,80.0,5.0,0.0,7.0
Chick-fil-A,Pepper Jack Cheese,80.0,4.0,0.0,6.0
Chick-fil-A,Chili Lime Pepitas,80.0,4.0,2.0,7.0
Chick-fil-A,Crispy Bell Peppers,80.0,1.0,6.0,6.0
Chick-fil-A,Harvest Nut Granola,70.0,1.0,10.0,2.0
Chick-fil-A,Seasoned Tortilla Strips,70.0,1.0,8.0,4.0
Chick-fil-A,Lemon Parmesan Panko,70.0,3.0,7.0,2.5
Chick-fil-A,Saltines,25.0,0.0,5.0,0.5
